ID,Label,Rarity,ItemType,Icon
lighthands_covenantrank5_occultist,Covenant Adjudicator Handcovers of the Occultist,3,Armor,Hands_Courtier2T2
lighthands_covenantrank5_cleric,Covenant Adjudicator Handcovers of the Cleric,3,Armor,Hands_Courtier2T2
lighthands_covenantrank5_brigand,Covenant Adjudicator Handcovers of the Brigand,3,Armor,Hands_Courtier2T2
lighthands_covenantrank5_barbarian,Covenant Adjudicator Handcovers of the Barbarian,3,Armor,Hands_Courtier2T2
lighthands_covenantrank4,Reinforced Covenant Lumen Handcovers of the Priest,2,Armor,Hands_Courtier2T2
lighthands_covenantrank4_occultist,Covenant Lumen Handcovers of the Occultist,3,Armor,Hands_Courtier2T2
lighthands_covenantrank4_cleric,Covenant Lumen Handcovers of the Cleric,3,Armor,Hands_Courtier2T2
lighthands_covenantrank4_brigand,Covenant Lumen Handcovers of the Brigand,3,Armor,Hands_Courtier2T2
lighthands_covenantrank4_barbarian,Covenant Lumen Handcovers of the Barbarian,3,Armor,Hands_Courtier2T2
lighthands_covenantrank3,Reinforced Covenant Excubitor Handcovers of the Priest,2,Armor,Hands_Courtier2T2
lighthands_covenantrank3_occultist,Covenant Excubitor Handcovers of the Occultist,2,Armor,Hands_Courtier2T2
lighthands_covenantrank3_cleric,Covenant Excubitor Handcovers of the Cleric,2,Armor,Hands_Courtier2T2
lighthands_covenantrank3_brigand,Covenant Excubitor Handcovers of the Brigand,2,Armor,Hands_Courtier2T2
lighthands_covenantrank3_barbarian,Covenant Excubitor Handcovers of the Barbarian,2,Armor,Hands_Courtier2T2
lighthands_covenantrank2,Reinforced Covenant Templar Handcovers of the Priest,2,Armor,Hands_Courtier2T2
lighthands_covenantrank2_occultist,Covenant Templar Handcovers of the Occultist,2,Armor,Hands_Courtier2T2
lighthands_covenantrank2_cleric,Covenant Templar Handcovers of the Cleric,2,Armor,Hands_Courtier2T2
lighthands_covenantrank2_brigand,Covenant Templar Handcovers of the Brigand,2,Armor,Hands_Courtier2T2
lighthands_covenantrank2_barbarian,Covenant Templar Handcovers of the Barbarian,2,Armor,Hands_Courtier2T2
lighthands_covenantrank1,Reinforced Covenant Initiate Handcovers of the Priest,1,Armor,Hands_Courtier2T2
lighthands_covenantrank1_occultist,Covenant Initiate Handcovers of the Occultist,1,Armor,Hands_Courtier2T2
lighthands_covenantrank1_cleric,Covenant Initiate Handcovers of the Cleric,1,Armor,Hands_Courtier2T2
lighthands_covenantrank1_brigand,Covenant Initiate Handcovers of the Brigand,1,Armor,Hands_Courtier2T2
lighthands_covenantrank1_barbarian,Covenant Initiate Handcovers of the Barbarian,1,Armor,Hands_Courtier2T2
lightfeet_voidbentt5,Voidbent Shoes,4,Armor,m_voidbentlight_feet
lightfeet_syndicaterank5,Reinforced Syndicate Alchemist Footwear of the Priest,2,Armor,Feet_Courtier3T2
lightfeet_syndicaterank5_occultist,Syndicate Alchemist Footwear of the Occultist,3,Armor,Feet_Courtier3T2
lightfeet_syndicaterank5_cleric,Syndicate Alchemist Footwear of the Cleric,3,Armor,Feet_Courtier3T2
lightfeet_syndicaterank5_brigand,Syndicate Alchemist Footwear of the Brigand,3,Armor,Feet_Courtier3T2
lightfeet_syndicaterank5_barbarian,Syndicate Alchemist Footwear of the Barbarian,3,Armor,Feet_Courtier3T2
lightfeet_syndicaterank4,Reinforced Syndicate Cabalist Footwear of the Priest,2,Armor,Feet_Courtier3T2
lightfeet_syndicaterank4_occultist,Syndicate Cabalist Footwear of the Occultist,3,Armor,Feet_Courtier3T2
lightfeet_syndicaterank4_cleric,Syndicate Cabalist Footwear of the Cleric,3,Armor,Feet_Courtier3T2
lightfeet_syndicaterank4_brigand,Syndicate Cabalist Footwear of the Brigand,3,Armor,Feet_Courtier3T2
lightfeet_syndicaterank4_barbarian,Syndicate Cabalist Footwear of the Barbarian,3,Armor,Feet_Courtier3T2
lightfeet_syndicaterank3,Reinforced Syndicate Chronicler Footwear of the Priest,2,Armor,Feet_Courtier3T2
lightfeet_syndicaterank3_occultist,Syndicate Chronicler Footwear of the Occultist,2,Armor,Feet_Courtier3T2
lightfeet_syndicaterank3_cleric,Syndicate Chronicler Footwear of the Cleric,2,Armor,Feet_Courtier3T2
lightfeet_syndicaterank3_brigand,Syndicate Chronicler Footwear of the Brigand,2,Armor,Feet_Courtier3T2
lightfeet_syndicaterank3_barbarian,Syndicate Chronicler Footwear of the Barbarian,2,Armor,Feet_Courtier3T2
lightfeet_syndicaterank2,Reinforced Syndicate Scrivener Footwear of the Priest,2,Armor,Feet_Courtier3T2
lightfeet_syndicaterank2_occultist,Syndicate Scrivener Footwear of the Occultist,2,Armor,Feet_Courtier3T2
lightfeet_syndicaterank2_cleric,Syndicate Scrivener Footwear of the Cleric,2,Armor,Feet_Courtier3T2
lightfeet_syndicaterank2_brigand,Syndicate Scrivener Footwear of the Brigand,2,Armor,Feet_Courtier3T2
lightfeet_syndicaterank2_barbarian,Syndicate Scrivener Footwear of the Barbarian,2,Armor,Feet_Courtier3T2
lightfeet_syndicaterank1,Reinforced Syndicate Adept Footwear of the Priest,1,Armor,Feet_Courtier3T2
lightfeet_syndicaterank1_occultist,Syndicate Adept Footwear of the Occultist,1,Armor,Feet_Courtier3T2
lightfeet_syndicaterank1_cleric,Syndicate Adept Footwear of the Cleric,1,Armor,Feet_Courtier3T2
lightfeet_syndicaterank1_brigand,Syndicate Adept Footwear of the Brigand,1,Armor,Feet_Courtier3T2
lightfeet_syndicaterank1_barbarian,Syndicate Adept Footwear of the Barbarian,1,Armor,Feet_Courtier3T2
lightfeet_shadewalkert5,Shadewalker Shoes,0,Armor,Feet_FieldshadowT2
transferenceward,Tranference Ward,4,Resource,STRBonusT2
lightfeet_protectivewyrdshoest4,Protective Wyrd Shoes,2,Armor,LightFeetBT4
lightfeet_protectivewyrdshoest4a,Purified Protective Wyrd Shoes,3,Armor,LightFeetBT4
workorder_1303_1311_shoes_protectivewyrd,Protective Wyrd Work Order,0,Resource,ClaimCharterT1
1303_1311_hallowedfabric,Hallowed Fabric,0,Resource,MI_Blanket
1303_1311_essenceundeath,Essence of Undeath,0,Resource,CorruptedIchorT3
1303_1311_purifiedsap,Purified Pitch,0,Resource,IronwoodSapT2
lightfeet_marauderrank5,Reinforced Marauder Commander Footwear of the Priest,2,Armor,M_nobleFactionMarauder_calves
lightfeet_marauderrank5_occultist,Marauder Commander Footwear of the Occultist,3,Armor,Feet_Courtier1T2
lightfeet_marauderrank5_cleric,Marauder Commander Footwear of the Cleric,3,Armor,Feet_Courtier1T2
lightfeet_marauderrank5_brigand,Marauder Commander Footwear of the Brigand,3,Armor,Feet_Courtier1T2
lightfeet_marauderrank5_barbarian,Marauder Commander Footwear of the Barbarian,3,Armor,Feet_Courtier1T2
lightfeet_marauderrank4,Reinforced Marauder Destroyer Footwear of the Priest,2,Armor,M_nobleFactionMarauder_calves
lightfeet_marauderrank4_occultist,Marauder Destroyer Footwear of the Occultist,3,Armor,Feet_Courtier1T2
lightfeet_marauderrank4_cleric,Marauder Destroyer Footwear of the Cleric,3,Armor,Feet_Courtier1T2
lightfeet_marauderrank4_brigand,Marauder Destroyer Footwear of the Brigand,3,Armor,Feet_Courtier1T2
lightfeet_marauderrank4_barbarian,Marauder Destroyer Footwear of the Barbarian,3,Armor,Feet_Courtier1T2
lightfeet_marauderrank3,Reinforced Marauder Ravager Footwear of the Priest,2,Armor,M_nobleFactionMarauder_calves
lightfeet_marauderrank3_occultist,Marauder Ravager Footwear of the Occultist,2,Armor,Feet_Courtier1T2
lightfeet_marauderrank3_cleric,Marauder Ravager Footwear of the Cleric,2,Armor,Feet_Courtier1T2
lightfeet_marauderrank3_brigand,Marauder Ravager Footwear of the Brigand,2,Armor,Feet_Courtier1T2
lightfeet_marauderrank3_barbarian,Marauder Ravager Footwear of the Barbarian,2,Armor,Feet_Courtier1T2
lightfeet_marauderrank2,Reinforced Marauder Gladiator Footwear of the Priest,2,Armor,M_nobleFactionMarauder_calves
lightfeet_marauderrank2_occultist,Marauder Gladiator Footwear of the Occultist,2,Armor,Feet_Courtier1T2
lightfeet_marauderrank2_cleric,Marauder Gladiator Footwear of the Cleric,2,Armor,Feet_Courtier1T2
lightfeet_marauderrank2_brigand,Marauder Gladiator Footwear of the Brigand,2,Armor,Feet_Courtier1T2
lightfeet_marauderrank2_barbarian,Marauder Gladiator Footwear of the Barbarian,2,Armor,Feet_Courtier1T2
lightfeet_marauderrank1,Reinforced Marauder Soldier Footwear of the Priest,1,Armor,M_nobleFactionMarauder_calves
lightfeet_marauderrank1_occultist,Marauder Soldier Footwear of the Occultist,1,Armor,Feet_Courtier1T2
lightfeet_marauderrank1_cleric,Marauder Soldier Footwear of the Cleric,1,Armor,Feet_Courtier1T2
lightfeet_marauderrank1_brigand,Marauder Soldier Footwear of the Brigand,1,Armor,Feet_Courtier1T2
lightfeet_marauderrank1_barbarian,Marauder Soldier Footwear of the Barbarian,1,Armor,Feet_Courtier1T2
lightfeet_crafteddungeon7t5,Dryad Patroller Shoes,0,Armor,LightFeetAT5
lightfeet_crafteddungeon6t5,Guardian Flanker Shoes,0,Armor,LightFeetAT5
lightfeet_crafteddungeon5t4,Shipyard Watch Shoes,0,Armor,LightFeetAT4
lightfeet_crafteddungeon4t4,Deepmist Spy's Shoes,0,Armor,m_wraithhunterlightspikes_feet
lightfeet_crafteddungeon2t3,Obelisk Outrider Shoes,0,Armor,m_ancientmage_feet
lightfeet_crafteddungeon1t3,Amrine Scout Shoes,0,Armor,LightFeetAT3
lightfeet_covenantrank5,Reinforced Covenant Adjudicator Footwear of the Priest,2,Armor,Feet_Courtier2T2
lightfeet_covenantrank5_occultist,Covenant Adjudicator Footwear of the Occultist,3,Armor,Feet_Courtier2T2
lightfeet_covenantrank5_cleric,Covenant Adjudicator Footwear of the Cleric,3,Armor,Feet_Courtier2T2
lightfeet_covenantrank5_brigand,Covenant Adjudicator Footwear of the Brigand,3,Armor,Feet_Courtier2T2
lightfeet_covenantrank5_barbarian,Covenant Adjudicator Footwear of the Barbarian,3,Armor,Feet_Courtier2T2
lightfeet_covenantrank4,Reinforced Covenant Lumen Footwear of the Priest,2,Armor,Feet_Courtier2T2
lightfeet_covenantrank4_occultist,Covenant Lumen Footwear of the Occultist,3,Armor,Feet_Courtier2T2
lightfeet_covenantrank4_cleric,Covenant Lumen Footwear of the Cleric,3,Armor,Feet_Courtier2T2
lightfeet_covenantrank4_brigand,Covenant Lumen Footwear of the Brigand,3,Armor,Feet_Courtier2T2
lightfeet_covenantrank4_barbarian,Covenant Lumen Footwear of the Barbarian,3,Armor,Feet_Courtier2T2
lightfeet_covenantrank3,Reinforced Covenant Excubitor Footwear of the Priest,2,Armor,Feet_Courtier2T2
lightfeet_covenantrank3_occultist,Covenant Excubitor Footwear of the Occultist,2,Armor,Feet_Courtier2T2
lightfeet_covenantrank3_cleric,Covenant Excubitor Footwear of the Cleric,2,Armor,Feet_Courtier2T2
lightfeet_covenantrank3_brigand,Covenant Excubitor Footwear of the Brigand,2,Armor,Feet_Courtier2T2
lightfeet_covenantrank3_barbarian,Covenant Excubitor Footwear of the Barbarian,2,Armor,Feet_Courtier2T2
lightfeet_covenantrank2,Reinforced Covenant Templar Footwear of the Priest,2,Armor,Feet_Courtier2T2
lightfeet_covenantrank2_occultist,Covenant Templar Footwear of the Occultist,2,Armor,Feet_Courtier2T2
lightfeet_covenantrank2_cleric,Covenant Templar Footwear of the Cleric,2,Armor,Feet_Courtier2T2
lightfeet_covenantrank2_brigand,Covenant Templar Footwear of the Brigand,2,Armor,Feet_Courtier2T2
lightfeet_covenantrank2_barbarian,Covenant Templar Footwear of the Barbarian,2,Armor,Feet_Courtier2T2
lightfeet_covenantrank1,Reinforced Covenant Initiate Footwear of the Priest,1,Armor,Feet_Courtier2T2
lightfeet_covenantrank1_occultist,Covenant Initiate Footwear of the Occultist,1,Armor,Feet_Courtier2T2
lightfeet_covenantrank1_cleric,Covenant Initiate Footwear of the Cleric,1,Armor,Feet_Courtier2T2
lightfeet_covenantrank1_brigand,Covenant Initiate Footwear of the Brigand,1,Armor,Feet_Courtier2T2
lightfeet_covenantrank1_barbarian,Covenant Initiate Footwear of the Barbarian,1,Armor,Feet_Courtier2T2
lightchest_voidbentt5,Voidbent Robes,4,Armor,m_voidbentlight_chest
lightchest_syndicaterank5,Reinforced Syndicate Alchemist Jacket of the Priest,2,Armor,Chest_Courtier3T2
lightchest_syndicaterank5_occultist,Syndicate Alchemist Jacket of the Occultist,3,Armor,Chest_Courtier3T2
lightchest_syndicaterank5_cleric,Syndicate Alchemist Jacket of the Cleric,3,Armor,Chest_Courtier3T2
lightchest_syndicaterank5_brigand,Syndicate Alchemist Jacket of the Brigand,3,Armor,Chest_Courtier3T2
lightchest_syndicaterank5_barbarian,Syndicate Alchemist Jacket of the Barbarian,3,Armor,Chest_Courtier3T2
lightchest_syndicaterank4,Reinforced Syndicate Cabalist Jacket of the Priest,2,Armor,Chest_Courtier3T2
lightchest_syndicaterank4_occultist,Syndicate Cabalist Jacket of the Occultist,3,Armor,Chest_Courtier3T2
lightchest_syndicaterank4_cleric,Syndicate Cabalist Jacket of the Cleric,3,Armor,Chest_Courtier3T2
lightchest_syndicaterank4_brigand,Syndicate Cabalist Jacket of the Brigand,3,Armor,Chest_Courtier3T2
lightchest_syndicaterank4_barbarian,Syndicate Cabalist Jacket of the Barbarian,3,Armor,Chest_Courtier3T2
lightchest_syndicaterank3,Reinforced Syndicate Chronicler Jacket of the Priest,2,Armor,Chest_Courtier3T2
lightchest_syndicaterank3_occultist,Syndicate Chronicler Jacket of the Occultist,2,Armor,Chest_Courtier3T2
lightchest_syndicaterank3_cleric,Syndicate Chronicler Jacket of the Cleric,2,Armor,Chest_Courtier3T2
lightchest_syndicaterank3_brigand,Syndicate Chronicler Jacket of the Brigand,2,Armor,Chest_Courtier3T2
lightchest_syndicaterank3_barbarian,Syndicate Chronicler Jacket of the Barbarian,2,Armor,Chest_Courtier3T2
lightchest_syndicaterank2,Reinforced Syndicate Scrivener Jacket of the Priest,2,Armor,Chest_Courtier3T2
lightchest_syndicaterank2_occultist,Syndicate Scrivener Jacket of the Occultist,2,Armor,Chest_Courtier3T2
lightchest_syndicaterank2_cleric,Syndicate Scrivener Jacket of the Cleric,2,Armor,Chest_Courtier3T2
lightchest_syndicaterank2_brigand,Syndicate Scrivener Jacket of the Brigand,2,Armor,Chest_Courtier3T2
lightchest_syndicaterank2_barbarian,Syndicate Scrivener Jacket of the Barbarian,2,Armor,Chest_Courtier3T2
lightchest_syndicaterank1,Reinforced Syndicate Adept Jacket of the Priest,1,Armor,Chest_Courtier3T2
lightchest_syndicaterank1_occultist,Syndicate Adept Jacket of the Occultist,1,Armor,Chest_Courtier3T2
lightchest_syndicaterank1_cleric,Syndicate Adept Jacket of the Cleric,1,Armor,Chest_Courtier3T2
lightchest_syndicaterank1_brigand,Syndicate Adept Jacket of the Brigand,1,Armor,Chest_Courtier3T2
lightchest_syndicaterank1_barbarian,Syndicate Adept Jacket of the Barbarian,1,Armor,Chest_Courtier3T2
lightchest_shadewalkert5,Shadewalker Robe,0,Armor,Chest_FieldshadowT2
transferenceseal,Transference Seal,4,Resource,STRBonusT3
lightchest_protectivewyrdshirtt4,Protective Wyrd Shirt,2,Armor,Cloth_Shirt_T5
lightchest_protectivewyrdshirtt4a,Purified Protective Wyrd Shirt,3,Armor,Cloth_Shirt_T5
workorder_1303_1311_shirt_protectivewyrd,Protective Wyrd Work Order,0,Resource,ClaimCharterT1
1303_1311_burnishedbuckles,Neptunian Buckles,0,Resource,BucklesT5
1303_1311_consecratedthread,Consecrated Thread,0,Resource,GlimmeringTwineT5
1303_1311_ancientarmorscraps,Ancient Armor Scraps,0,Resource,ArmorScrapsT1
lightchest_marauderrank5,Reinforced Marauder Commander Jacket of the Priest,2,Armor,Chest_Courtier1T2
lightchest_marauderrank5_occultist,Marauder Commander Jacket of the Occultist,3,Armor,Chest_Courtier1T2
lightchest_marauderrank5_cleric,Marauder Commander Jacket of the Cleric,3,Armor,Chest_Courtier1T2
lightchest_marauderrank5_brigand,Marauder Commander Jacket of the Brigand,3,Armor,Chest_Courtier1T2
lightchest_marauderrank5_barbarian,Marauder Commander Jacket of the Barbarian,3,Armor,Chest_Courtier1T2
lightchest_marauderrank4,Reinforced Marauder Destroyer Jacket of the Priest,2,Armor,Chest_Courtier1T2
lightchest_marauderrank4_occultist,Marauder Destroyer Jacket of the Occultist,3,Armor,Chest_Courtier1T2
lightchest_marauderrank4_cleric,Marauder Destroyer Jacket of the Cleric,3,Armor,Chest_Courtier1T2
lightchest_marauderrank4_brigand,Marauder Destroyer Jacket of the Brigand,3,Armor,Chest_Courtier1T2
lightchest_marauderrank4_barbarian,Marauder Destroyer Jacket of the Barbarian,3,Armor,Chest_Courtier1T2
lightchest_marauderrank3,Reinforced Marauder Ravager Jacket of the Priest,2,Armor,Chest_Courtier1T2
lightchest_marauderrank3_occultist,Marauder Ravager Jacket of the Occultist,2,Armor,Chest_Courtier1T2
lightchest_marauderrank3_cleric,Marauder Ravager Jacket of the Cleric,2,Armor,Chest_Courtier1T2
lightchest_marauderrank3_brigand,Marauder Ravager Jacket of the Brigand,2,Armor,Chest_Courtier1T2
lightchest_marauderrank3_barbarian,Marauder Ravager Jacket of the Barbarian,2,Armor,Chest_Courtier1T2
lightchest_marauderrank2,Reinforced Marauder Gladiator Jacket of the Priest,2,Armor,Chest_Courtier1T2
lightchest_marauderrank2_occultist,Marauder Gladiator Jacket of the Occultist,2,Armor,Chest_Courtier1T2
lightchest_marauderrank2_cleric,Marauder Gladiator Jacket of the Cleric,2,Armor,Chest_Courtier1T2
lightchest_marauderrank2_brigand,Marauder Gladiator Jacket of the Brigand,2,Armor,Chest_Courtier1T2
lightchest_marauderrank2_barbarian,Marauder Gladiator Jacket of the Barbarian,2,Armor,Chest_Courtier1T2
lightchest_marauderrank1,Reinforced Marauder Soldier Jacket of the Priest,1,Armor,Chest_Courtier1T2
lightchest_marauderrank1_occultist,Marauder Soldier Jacket of the Occultist,1,Armor,Chest_Courtier1T2
lightchest_marauderrank1_cleric,Marauder Soldier Jacket of the Cleric,1,Armor,Chest_Courtier1T2
lightchest_marauderrank1_brigand,Marauder Soldier Jacket of the Brigand,1,Armor,Chest_Courtier1T2
lightchest_marauderrank1_barbarian,Marauder Soldier Jacket of the Barbarian,1,Armor,Chest_Courtier1T2
lightchest_crafteddungeon7t5,Dryad Patroller Shirt,0,Armor,LightChestAT5
lightchest_crafteddungeon6t5,Guardian Flanker Shirt,0,Armor,LightChestAT5
lightchest_crafteddungeon5t4,Shipyard Watch Shirt,0,Armor,LightChestAT4
lightchest_crafteddungeon4t4,Deepmist Spy's Shirt,0,Armor,m_wraithhunterlightspikes_chest
lightchest_crafteddungeon2t3,Obelisk Outrider Shirt,0,Armor,m_ancientmage_chest
lightchest_crafteddungeon1t3,Amrine Scout Coat,0,Armor,LightChestAT3
lightchest_covenantrank5,Reinforced Covenant Adjudicator Jacket of the Priest,2,Armor,Chest_Courtier2T2
lightchest_covenantrank5_occultist,Covenant Adjudicator Jacket of the Occultist,3,Armor,Chest_Courtier2T2
lightchest_covenantrank5_cleric,Covenant Adjudicator Jacket of the Cleric,3,Armor,Chest_Courtier2T2
lightchest_covenantrank5_brigand,Covenant Adjudicator Jacket of the Brigand,3,Armor,Chest_Courtier2T2
lightchest_covenantrank5_barbarian,Covenant Adjudicator Jacket of the Barbarian,3,Armor,Chest_Courtier2T2
lightchest_covenantrank4,Reinforced Covenant Lumen Jacket of the Priest,2,Armor,Chest_Courtier2T2
lightchest_covenantrank4_occultist,Covenant Lumen Jacket of the Occultist,3,Armor,Chest_Courtier2T2
lightchest_covenantrank4_cleric,Covenant Lumen Jacket of the Cleric,3,Armor,Chest_Courtier2T2
lightchest_covenantrank4_brigand,Covenant Lumen Jacket of the Brigand,3,Armor,Chest_Courtier2T2
lightchest_covenantrank4_barbarian,Covenant Lumen Jacket of the Barbarian,3,Armor,Chest_Courtier2T2
lightchest_covenantrank3,Reinforced Covenant Excubitor Jacket of the Priest,2,Armor,Chest_Courtier2T2
lightchest_covenantrank3_occultist,Covenant Excubitor Jacket of the Occultist,2,Armor,Chest_Courtier2T2
lightchest_covenantrank3_cleric,Covenant Excubitor Jacket of the Cleric,2,Armor,Chest_Courtier2T2
lightchest_covenantrank3_brigand,Covenant Excubitor Jacket of the Brigand,2,Armor,Chest_Courtier2T2
lightchest_covenantrank3_barbarian,Covenant Excubitor Jacket of the Barbarian,2,Armor,Chest_Courtier2T2
lightchest_covenantrank2,Reinforced Covenant Templar Jacket of the Priest,2,Armor,Chest_Courtier2T2
lightchest_covenantrank2_occultist,Covenant Templar Jacket of the Occultist,2,Armor,Chest_Courtier2T2
lightchest_covenantrank2_cleric,Covenant Templar Jacket of the Cleric,2,Armor,Chest_Courtier2T2
lightchest_covenantrank2_brigand,Covenant Templar Jacket of the Brigand,2,Armor,Chest_Courtier2T2
lightchest_covenantrank2_barbarian,Covenant Templar Jacket of the Barbarian,2,Armor,Chest_Courtier2T2
lightchest_covenantrank1,Reinforced Covenant Initiate Jacket of the Priest,1,Armor,Chest_Courtier2T2
lightchest_covenantrank1_occultist,Covenant Initiate Jacket of the Occultist,1,Armor,Chest_Courtier2T2
lightchest_covenantrank1_cleric,Covenant Initiate Jacket of the Cleric,1,Armor,Chest_Courtier2T2
lightchest_covenantrank1_brigand,Covenant Initiate Jacket of the Brigand,1,Armor,Chest_Courtier2T2
lightchest_covenantrank1_barbarian,Covenant Initiate Jacket of the Barbarian,1,Armor,Chest_Courtier2T2
workorder_0203_0103_hope_manifest_lvl40_weapon,Hope Manifest Work Order,0,Resource,ClaimCharterT1
0203_0103_menderscloth,Mender's Cloth,0,Resource,MI_BloodyCloth
0203_0103_soothsayersalve,Soothsayer's Salve,0,Resource,MI_BagOfSalt
0203_0103_mercysbreath,Mercy's Breath,0,Resource,LifebloomT3
0203_0103_hopecatalyst,Hope Catalyst,0,Resource,CrystalT1
2hstafflife_hopemanifestt4,Hope Manifest,3,Weapon,2hStaffLife_PeacefulDreamT2
rawhidet5,Iron Hide,0,Resource,RawhideT5
Tannin,Tannin,0,Item Category,icons/items/drawing/refiningreagents
rawhidet4,Thick Hide,0,Resource,RawhideT4
jaspert3,Brilliant Jasper,2,Resource,JasperT3
jaspert4,Pristine Jasper,3,Resource,JasperT4
jaspert2,Jasper,1,Resource,JasperT2
jaspert1,Flawed Jasper,0,Resource,JasperT1
intstrbonust3,Ancient Inscribed Totem,1,Resource,INTSTRBonusT3
intstrbonust4,Ancient Encrusted Totem,1,Resource,INTSTRBonusT4
intstrbonust2,Ancient Beaded Totem,1,Resource,INTSTRBonusT2
intstrbonust1,Ancient Bone Totem,1,Resource,INTSTRBonusT1
intfocbonust3,Vial of Pulsing Energy,1,Resource,INTFOCBonusT3
intfocbonust4,Vial of Powerful Energy,1,Resource,INTFOCBonusT4
intfocbonust2,Vial of Swirling Energy,1,Resource,INTFOCBonusT2
intfocbonust1,Vial of Wispy Energy,1,Resource,INTFOCBonusT1
intdexbonust3,Carved Dryad Bark,1,Resource,INTDEXBonusT3
intdexbonust4,Runic Dryad Bark,1,Resource,INTDEXBonusT4
intdexbonust2,Etched Dryad Bark,1,Resource,INTDEXBonusT2
intdexbonust1,Dryad Bark,1,Resource,INTDEXBonusT1
intconbonust3,Layered Leather Corrupted Fetish,1,Resource,INTCONBonusT3
intconbonust4,Infused Leather Corrupted Fetish,1,Resource,INTCONBonusT4
intconbonust2,Rugged Leather Corrupted Fetish,1,Resource,INTCONBonusT2
intconbonust1,Rough Leather Corrupted Fetish,1,Resource,INTCONBonusT1
intbonust3,Silk Arcane Embroidery,1,Resource,INTBonusT3
intbonust4,Infused Silk Arcane Embroidery,1,Resource,INTBonusT4
intbonust2,Sateen Arcane Embroidery,1,Resource,INTBonusT2
intbonust1,Linen Arcane Embroidery,1,Resource,INTBonusT1
oret5,Orichalcum Ore,0,Resource,OreT5
Flux,Flux,0,Item Category,icons/items/drawing/refiningreagents
oret4,Starmetal Ore,0,Resource,OreT4
oreprecioust3,Platinum Ore,0,Resource,OrePreciousT3
oreprecioust2,Gold Ore,0,Resource,OrePreciousT2
incenset5,Powerful Incense,0,Consumable,IncenseT5
incenset4,Strong Incense,0,Consumable,IncenseT4
incenset3,Common Incense,0,Consumable,IncenseT3
incenset2,Weak Incense,0,Consumable,IncenseT2
house_housingitem_windchimes_post_c,Broken Chime Post,1,HousingItem,House_HousingItem_Windchimes_Post_C
fibert1,Fibers,0,Resource,FiberT1
dummyframe,Dummy Frame,4,Resource,PracticeDummyT2
house_housingitem_targetdummy,Target Dummy,2,HousingItem,House_HousingItem_TargetDummy
house_housingitem_table_settler_table02_d,Mahogany Large Table,2,HousingItem,House_HousingItem_Table_Settler_Table02_D
house_housingitem_table_settler_table02_c,Oak Large Table,1,HousingItem,House_HousingItem_Table_Settler_Table02_C
house_housingitem_table_settler_table02_b,Maple Large Table,0,HousingItem,House_HousingItem_Table_Settler_Table02_B
house_housingitem_table_settler_table02_a,Ash Large Table,0,HousingItem,House_HousingItem_Table_Settler_Table02_A
house_housingitem_table_settler_table01_d,Mahogany Small Table,2,HousingItem,House_HousingItem_Table_Settler_Table01_D
house_housingitem_table_settler_table01_c,Oak Small Table,1,HousingItem,House_HousingItem_Table_Settler_Table01_C
house_housingitem_table_settler_table01_b,Maple Small Table,0,HousingItem,House_HousingItem_Table_Settler_Table01_B
house_housingitem_table_settler_table01_a,Ash Small Table,0,HousingItem,House_HousingItem_Table_Settler_Table01_A
house_housingitem_table_settler_desk01_d,Mahogany Desk,2,HousingItem,House_HousingItem_Table_Settler_Desk01_D
house_housingitem_table_settler_desk01_c,Oak Desk,1,HousingItem,House_HousingItem_Table_Settler_Desk01_C
house_housingitem_table_settler_desk01_b,Maple Desk,0,HousingItem,House_HousingItem_Table_Settler_Desk01_B
house_housingitem_table_settler_desk01_a,Ash Desk,0,HousingItem,House_HousingItem_Table_Settler_Desk01_A
house_housingitem_table_settler_decor_garden_picnictable01,Picnic Table,1,HousingItem,House_HousingItem_Table_Settler_Decor_Garden_PicnicTable01
house_housingitem_table_settler_bedsidetable_d,Mahogany End Table,2,HousingItem,House_HousingItem_Table_Settler_BedSideTable_D
house_housingitem_table_settler_bedsidetable_c,Oak End Table,1,HousingItem,House_HousingItem_Table_Settler_BedSideTable_C
house_housingitem_table_settler_bedsidetable_b,Maple End Table,0,HousingItem,House_HousingItem_Table_Settler_BedSideTable_B
house_housingitem_table_settler_bedsidetable_a,Ash End Table,0,HousingItem,House_HousingItem_Table_Settler_BedSideTable_A
house_housingitem_table_pirate_table02_d,Black-lacquered Small Table,3,HousingItem,House_HousingItem_Table_Pirate_Table02_D
house_housingitem_table_pirate_table02_c,Well-polished Small Table,3,HousingItem,House_HousingItem_Table_Pirate_Table02_C
house_housingitem_table_pirate_table02_b,Salt-stripped Small Table,2,HousingItem,House_HousingItem_Table_Pirate_Table02_B
house_housingitem_table_pirate_table02_a,Hardworking Small Table,2,HousingItem,House_HousingItem_Table_Pirate_Table02_A
house_housingitem_table_pirate_table01_d,Black-lacquered Dining Table,3,HousingItem,House_HousingItem_Table_Pirate_Table01_D
house_housingitem_table_pirate_table01_c,Well-polished Dining Table,3,HousingItem,House_HousingItem_Table_Pirate_Table01_C
house_housingitem_table_pirate_table01_b,Salt-stripped Dining Table,2,HousingItem,House_HousingItem_Table_Pirate_Table01_B
house_housingitem_table_pirate_table01_a,Hardworking Dining Table,2,HousingItem,House_HousingItem_Table_Pirate_Table01_A
house_housingitem_table_pirate_island01,Pirate Keg Kitchen Island,1,HousingItem,House_HousingItem_Table_Pirate_Island01
