Source,Target,BaseGearScore,Cooldown,RecipeLevel,SalvageRecipe,Quantity,Tradeskill,Rarity,Station,Icon,Type,Category
azoth_currency,lighthands_marauderrank1_occultist,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier1T2,recipe,Faction Gear
marauderseal_occultist,lighthands_marauderrank1_occultist,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier1T2,recipe,Faction Gear
lighthands_marauderrank1,lighthands_marauderrank1_occultist,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier1T2,recipe,Faction Gear
azoth_currency,lighthands_marauderrank1_cleric,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier1T2,recipe,Faction Gear
marauderseal_cleric,lighthands_marauderrank1_cleric,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier1T2,recipe,Faction Gear
lighthands_marauderrank1,lighthands_marauderrank1_cleric,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier1T2,recipe,Faction Gear
azoth_currency,lighthands_marauderrank1_brigand,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier1T2,recipe,Faction Gear
marauderseal_brigand,lighthands_marauderrank1_brigand,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier1T2,recipe,Faction Gear
lighthands_marauderrank1,lighthands_marauderrank1_brigand,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier1T2,recipe,Faction Gear
azoth_currency,lighthands_marauderrank1_barbarian,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier1T2,recipe,Faction Gear
marauderseal_barbarian,lighthands_marauderrank1_barbarian,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier1T2,recipe,Faction Gear
lighthands_marauderrank1,lighthands_marauderrank1_barbarian,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier1T2,recipe,Faction Gear
stickyvinest1,lighthands_crafteddungeon7t5,160.0,nan,500.0,nan,10,Armoring,0.0,Outfitting Station Tier 5,LightHandsAT5,recipe,Expedition Replicas
Tier 5 Cloth,lighthands_crafteddungeon7t5,160.0,nan,500.0,nan,4,Armoring,0.0,Outfitting Station Tier 5,LightHandsAT5,recipe,Expedition Replicas
Leathers,lighthands_crafteddungeon7t5,160.0,nan,500.0,nan,4,Armoring,0.0,Outfitting Station Tier 5,LightHandsAT5,recipe,Expedition Replicas
Metals,lighthands_crafteddungeon7t5,160.0,nan,500.0,nan,1,Armoring,0.0,Outfitting Station Tier 5,LightHandsAT5,recipe,Expedition Replicas
spectraldustt1,lighthands_crafteddungeon6t5,160.0,nan,500.0,nan,10,Armoring,0.0,Outfitting Station Tier 5,LightHandsAT5,recipe,Expedition Replicas
Tier 5 Cloth,lighthands_crafteddungeon6t5,160.0,nan,500.0,nan,4,Armoring,0.0,Outfitting Station Tier 5,LightHandsAT5,recipe,Expedition Replicas
Leathers,lighthands_crafteddungeon6t5,160.0,nan,500.0,nan,4,Armoring,0.0,Outfitting Station Tier 5,LightHandsAT5,recipe,Expedition Replicas
Metals,lighthands_crafteddungeon6t5,160.0,nan,500.0,nan,1,Armoring,0.0,Outfitting Station Tier 5,LightHandsAT5,recipe,Expedition Replicas
collarjadet1,lighthands_crafteddungeon5t4,110.0,nan,400.0,nan,10,Armoring,0.0,Outfitting Station Tier 4,LightHandsAT4,recipe,Expedition Replicas
Tier 4 Cloth,lighthands_crafteddungeon5t4,110.0,nan,400.0,nan,4,Armoring,0.0,Outfitting Station Tier 4,LightHandsAT4,recipe,Expedition Replicas
Leathers,lighthands_crafteddungeon5t4,110.0,nan,400.0,nan,4,Armoring,0.0,Outfitting Station Tier 4,LightHandsAT4,recipe,Expedition Replicas
Metals,lighthands_crafteddungeon5t4,110.0,nan,400.0,nan,1,Armoring,0.0,Outfitting Station Tier 4,LightHandsAT4,recipe,Expedition Replicas
corruptedtalismant1,lighthands_crafteddungeon4t4,110.0,nan,400.0,nan,10,Armoring,0.0,Outfitting Station Tier 4,m_wraithhunterlightspikes_hands,recipe,Expedition Replicas
Tier 4 Cloth,lighthands_crafteddungeon4t4,110.0,nan,400.0,nan,4,Armoring,0.0,Outfitting Station Tier 4,m_wraithhunterlightspikes_hands,recipe,Expedition Replicas
Leathers,lighthands_crafteddungeon4t4,110.0,nan,400.0,nan,4,Armoring,0.0,Outfitting Station Tier 4,m_wraithhunterlightspikes_hands,recipe,Expedition Replicas
Metals,lighthands_crafteddungeon4t4,110.0,nan,400.0,nan,1,Armoring,0.0,Outfitting Station Tier 4,m_wraithhunterlightspikes_hands,recipe,Expedition Replicas
sparklingbonedustt1,lighthands_crafteddungeon2t3,60.0,nan,300.0,nan,10,Armoring,0.0,Outfitting Station Tier 3,m_ancientmage_hands,recipe,Expedition Replicas
Tier 3 Cloth,lighthands_crafteddungeon2t3,60.0,nan,300.0,nan,4,Armoring,0.0,Outfitting Station Tier 3,m_ancientmage_hands,recipe,Expedition Replicas
Leathers,lighthands_crafteddungeon2t3,60.0,nan,300.0,nan,4,Armoring,0.0,Outfitting Station Tier 3,m_ancientmage_hands,recipe,Expedition Replicas
Metals,lighthands_crafteddungeon2t3,60.0,nan,300.0,nan,1,Armoring,0.0,Outfitting Station Tier 3,m_ancientmage_hands,recipe,Expedition Replicas
coagulatedbloodt1,lighthands_crafteddungeon1t3,60.0,nan,300.0,nan,10,Armoring,0.0,Outfitting Station Tier 3,LightHandsAT3,recipe,Expedition Replicas
Tier 3 Cloth,lighthands_crafteddungeon1t3,60.0,nan,300.0,nan,4,Armoring,0.0,Outfitting Station Tier 3,LightHandsAT3,recipe,Expedition Replicas
Leathers,lighthands_crafteddungeon1t3,60.0,nan,300.0,nan,4,Armoring,0.0,Outfitting Station Tier 3,LightHandsAT3,recipe,Expedition Replicas
Metals,lighthands_crafteddungeon1t3,60.0,nan,300.0,nan,1,Armoring,0.0,Outfitting Station Tier 3,LightHandsAT3,recipe,Expedition Replicas
azoth_currency,lighthands_covenantrank5_occultist,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_occultist,lighthands_covenantrank5_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank5,lighthands_covenantrank5_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
azoth_currency,lighthands_covenantrank5_cleric,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_cleric,lighthands_covenantrank5_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank5,lighthands_covenantrank5_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
azoth_currency,lighthands_covenantrank5_brigand,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_brigand,lighthands_covenantrank5_brigand,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank5,lighthands_covenantrank5_brigand,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
azoth_currency,lighthands_covenantrank5_barbarian,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_barbarian,lighthands_covenantrank5_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank5,lighthands_covenantrank5_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
azoth_currency,lighthands_covenantrank4_occultist,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_occultist,lighthands_covenantrank4_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank4,lighthands_covenantrank4_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
azoth_currency,lighthands_covenantrank4_cleric,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_cleric,lighthands_covenantrank4_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank4,lighthands_covenantrank4_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
azoth_currency,lighthands_covenantrank4_brigand,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_brigand,lighthands_covenantrank4_brigand,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank4,lighthands_covenantrank4_brigand,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
azoth_currency,lighthands_covenantrank4_barbarian,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_barbarian,lighthands_covenantrank4_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank4,lighthands_covenantrank4_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
azoth_currency,lighthands_covenantrank3_occultist,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_occultist,lighthands_covenantrank3_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank3,lighthands_covenantrank3_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
azoth_currency,lighthands_covenantrank3_cleric,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_cleric,lighthands_covenantrank3_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank3,lighthands_covenantrank3_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
azoth_currency,lighthands_covenantrank3_brigand,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_brigand,lighthands_covenantrank3_brigand,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank3,lighthands_covenantrank3_brigand,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
azoth_currency,lighthands_covenantrank3_barbarian,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_barbarian,lighthands_covenantrank3_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank3,lighthands_covenantrank3_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
azoth_currency,lighthands_covenantrank2_occultist,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_occultist,lighthands_covenantrank2_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank2,lighthands_covenantrank2_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
azoth_currency,lighthands_covenantrank2_cleric,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_cleric,lighthands_covenantrank2_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank2,lighthands_covenantrank2_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
azoth_currency,lighthands_covenantrank2_brigand,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_brigand,lighthands_covenantrank2_brigand,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank2,lighthands_covenantrank2_brigand,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
azoth_currency,lighthands_covenantrank2_barbarian,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_barbarian,lighthands_covenantrank2_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank2,lighthands_covenantrank2_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
azoth_currency,lighthands_covenantrank1_occultist,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_occultist,lighthands_covenantrank1_occultist,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank1,lighthands_covenantrank1_occultist,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
azoth_currency,lighthands_covenantrank1_cleric,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_cleric,lighthands_covenantrank1_cleric,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank1,lighthands_covenantrank1_cleric,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
azoth_currency,lighthands_covenantrank1_brigand,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_brigand,lighthands_covenantrank1_brigand,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank1,lighthands_covenantrank1_brigand,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
azoth_currency,lighthands_covenantrank1_barbarian,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
covenantseal_barbarian,lighthands_covenantrank1_barbarian,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
lighthands_covenantrank1,lighthands_covenantrank1_barbarian,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Hands_Courtier2T2,recipe,Faction Gear
clotht51,lightfeet_voidbentt5,200.0,nan,nan,nan,6,Armoring,4.0,Outfitting Station Tier 5,m_voidbentlight_feet,recipe,Armor
leathert51,lightfeet_voidbentt5,200.0,nan,nan,nan,2,Armoring,4.0,Outfitting Station Tier 5,m_voidbentlight_feet,recipe,Armor
ingott51,lightfeet_voidbentt5,200.0,nan,nan,nan,1,Armoring,4.0,Outfitting Station Tier 5,m_voidbentlight_feet,recipe,Armor
runicthreadt5,lightfeet_voidbentt5,200.0,nan,nan,nan,2,Armoring,4.0,Outfitting Station Tier 5,m_voidbentlight_feet,recipe,Armor
voidbentingot,lightfeet_voidbentt5,200.0,nan,nan,nan,1,Armoring,4.0,Outfitting Station Tier 5,m_voidbentlight_feet,recipe,Armor
scaleclotht1,lightfeet_voidbentt5,200.0,nan,nan,nan,4,Armoring,4.0,Outfitting Station Tier 5,m_voidbentlight_feet,recipe,Armor
blisterweavet1,lightfeet_voidbentt5,200.0,nan,nan,nan,2,Armoring,4.0,Outfitting Station Tier 5,m_voidbentlight_feet,recipe,Armor
azoth_currency,lightfeet_syndicaterank5_occultist,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
syndicateseal_occultist,lightfeet_syndicaterank5_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank5,lightfeet_syndicaterank5_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
azoth_currency,lightfeet_syndicaterank5_cleric,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
syndicateseal_cleric,lightfeet_syndicaterank5_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank5,lightfeet_syndicaterank5_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
azoth_currency,lightfeet_syndicaterank5_brigand,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
syndicateseal_brigand,lightfeet_syndicaterank5_brigand,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank5,lightfeet_syndicaterank5_brigand,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
azoth_currency,lightfeet_syndicaterank5_barbarian,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
syndicateseal_barbarian,lightfeet_syndicaterank5_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank5,lightfeet_syndicaterank5_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
azoth_currency,lightfeet_syndicaterank4_occultist,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
syndicateseal_occultist,lightfeet_syndicaterank4_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank4,lightfeet_syndicaterank4_occultist,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
azoth_currency,lightfeet_syndicaterank4_cleric,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
syndicateseal_cleric,lightfeet_syndicaterank4_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank4,lightfeet_syndicaterank4_cleric,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
azoth_currency,lightfeet_syndicaterank4_brigand,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
syndicateseal_brigand,lightfeet_syndicaterank4_brigand,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank4,lightfeet_syndicaterank4_brigand,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
azoth_currency,lightfeet_syndicaterank4_barbarian,0.0,nan,nan,nan,50,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
syndicateseal_barbarian,lightfeet_syndicaterank4_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank4,lightfeet_syndicaterank4_barbarian,0.0,nan,nan,nan,1,Armoring,3.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
azoth_currency,lightfeet_syndicaterank3_occultist,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
syndicateseal_occultist,lightfeet_syndicaterank3_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank3,lightfeet_syndicaterank3_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
azoth_currency,lightfeet_syndicaterank3_cleric,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
syndicateseal_cleric,lightfeet_syndicaterank3_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank3,lightfeet_syndicaterank3_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
azoth_currency,lightfeet_syndicaterank3_brigand,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
syndicateseal_brigand,lightfeet_syndicaterank3_brigand,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank3,lightfeet_syndicaterank3_brigand,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
azoth_currency,lightfeet_syndicaterank3_barbarian,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
syndicateseal_barbarian,lightfeet_syndicaterank3_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank3,lightfeet_syndicaterank3_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
azoth_currency,lightfeet_syndicaterank2_occultist,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
syndicateseal_occultist,lightfeet_syndicaterank2_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank2,lightfeet_syndicaterank2_occultist,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
azoth_currency,lightfeet_syndicaterank2_cleric,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
syndicateseal_cleric,lightfeet_syndicaterank2_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank2,lightfeet_syndicaterank2_cleric,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
azoth_currency,lightfeet_syndicaterank2_brigand,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
syndicateseal_brigand,lightfeet_syndicaterank2_brigand,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank2,lightfeet_syndicaterank2_brigand,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
azoth_currency,lightfeet_syndicaterank2_barbarian,0.0,nan,nan,nan,50,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
syndicateseal_barbarian,lightfeet_syndicaterank2_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank2,lightfeet_syndicaterank2_barbarian,0.0,nan,nan,nan,1,Armoring,2.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
azoth_currency,lightfeet_syndicaterank1_occultist,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
syndicateseal_occultist,lightfeet_syndicaterank1_occultist,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank1,lightfeet_syndicaterank1_occultist,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
azoth_currency,lightfeet_syndicaterank1_cleric,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
syndicateseal_cleric,lightfeet_syndicaterank1_cleric,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank1,lightfeet_syndicaterank1_cleric,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
azoth_currency,lightfeet_syndicaterank1_brigand,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
syndicateseal_brigand,lightfeet_syndicaterank1_brigand,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
lightfeet_syndicaterank1,lightfeet_syndicaterank1_brigand,0.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
azoth_currency,lightfeet_syndicaterank1_barbarian,0.0,nan,nan,nan,50,Armoring,1.0,Outfitting Station Tier 2,Feet_Courtier3T2,recipe,Faction Gear
