ID,Label,Rarity,Value
mediumchest_syndicaterank5_cleric,mediumchest_syndicaterank5_cleric,3,488
mediumchest_syndicaterank5_barbarian,mediumchest_syndicaterank5_barbarian,3,488
mediumchest_syndicaterank4_occultist,mediumchest_syndicaterank4_occultist,3,164
mediumchest_syndicaterank4_cleric,mediumchest_syndicaterank4_cleric,3,164
mediumchest_syndicaterank4_barbarian,mediumchest_syndicaterank4_barbarian,3,164
mediumchest_syndicaterank3_occultist,mediumchest_syndicaterank3_occultist,2,56
mediumchest_syndicaterank3_cleric,mediumchest_syndicaterank3_cleric,2,56
mediumchest_syndicaterank3_barbarian,mediumchest_syndicaterank3_barbarian,2,56
mediumchest_syndicaterank2_occultist,mediumchest_syndicaterank2_occultist,2,20
mediumchest_syndicaterank2_cleric,mediumchest_syndicaterank2_cleric,2,20
mediumchest_syndicaterank2_barbarian,mediumchest_syndicaterank2_barbarian,2,20
mediumchest_syndicaterank1_occultist,mediumchest_syndicaterank1_occultist,1,5
mediumchest_syndicaterank1_cleric,mediumchest_syndicaterank1_cleric,1,5
mediumchest_syndicaterank1_barbarian,mediumchest_syndicaterank1_barbarian,1,5
mediumchest_syndicateplaguedoctort5_cleric,mediumchest_syndicateplaguedoctort5_cleric,3,731
mediumchest_syndicateplaguedoctort5_brigand,mediumchest_syndicateplaguedoctort5_brigand,3,731
mediumchest_syndicateplaguedoctort5_barbarian,mediumchest_syndicateplaguedoctort5_barbarian,3,731
mediumchest_shroudedintentcoatt4a,mediumchest_shroudedintentcoatt4a,3,12
mediumchest_marauderrank5_occultist,mediumchest_marauderrank5_occultist,3,488
mediumchest_marauderrank5_cleric,mediumchest_marauderrank5_cleric,3,488
mediumchest_marauderrank5_barbarian,mediumchest_marauderrank5_barbarian,3,488
mediumchest_marauderrank4_occultist,mediumchest_marauderrank4_occultist,3,164
mediumchest_marauderrank4_cleric,mediumchest_marauderrank4_cleric,3,164
mediumchest_marauderrank4_barbarian,mediumchest_marauderrank4_barbarian,3,164
mediumchest_marauderrank3_occultist,mediumchest_marauderrank3_occultist,2,56
mediumchest_marauderrank3_cleric,mediumchest_marauderrank3_cleric,2,56
mediumchest_marauderrank3_barbarian,mediumchest_marauderrank3_barbarian,2,56
mediumchest_marauderrank2_occultist,mediumchest_marauderrank2_occultist,2,20
mediumchest_marauderrank2_cleric,mediumchest_marauderrank2_cleric,2,20
mediumchest_marauderrank2_barbarian,mediumchest_marauderrank2_barbarian,2,20
mediumchest_marauderrank1_occultist,mediumchest_marauderrank1_occultist,1,5
mediumchest_marauderrank1_cleric,mediumchest_marauderrank1_cleric,1,5
mediumchest_marauderrank1_barbarian,mediumchest_marauderrank1_barbarian,1,5
mediumchest_crafteddungeon7t5,mediumchest_crafteddungeon7t5,0,248
mediumchest_crafteddungeon6t5,mediumchest_crafteddungeon6t5,0,248
mediumchest_crafteddungeon5t4,mediumchest_crafteddungeon5t4,0,86
mediumchest_crafteddungeon4t4,mediumchest_crafteddungeon4t4,0,86
mediumchest_crafteddungeon2t3,mediumchest_crafteddungeon2t3,0,32
mediumchest_crafteddungeon1t3,mediumchest_crafteddungeon1t3,0,32
mediumchest_covenantrank5_occultist,mediumchest_covenantrank5_occultist,3,488
mediumchest_covenantrank5_cleric,mediumchest_covenantrank5_cleric,3,488
mediumchest_covenantrank5_barbarian,mediumchest_covenantrank5_barbarian,3,488
mediumchest_covenantrank4_occultist,mediumchest_covenantrank4_occultist,3,164
mediumchest_covenantrank4_cleric,mediumchest_covenantrank4_cleric,3,164
mediumchest_covenantrank4_barbarian,mediumchest_covenantrank4_barbarian,3,164
mediumchest_covenantrank3_occultist,mediumchest_covenantrank3_occultist,2,56
mediumchest_covenantrank3_cleric,mediumchest_covenantrank3_cleric,2,56
mediumchest_covenantrank3_barbarian,mediumchest_covenantrank3_barbarian,2,56
mediumchest_covenantrank2_occultist,mediumchest_covenantrank2_occultist,2,20
mediumchest_covenantrank2_cleric,mediumchest_covenantrank2_cleric,2,20
mediumchest_covenantrank2_barbarian,mediumchest_covenantrank2_barbarian,2,20
mediumchest_covenantrank1_occultist,mediumchest_covenantrank1_occultist,1,5
mediumchest_covenantrank1_cleric,mediumchest_covenantrank1_cleric,1,5
mediumchest_covenantrank1_barbarian,mediumchest_covenantrank1_barbarian,1,5
mediumchest_beasthuntert5,mediumchest_beasthuntert5,0,245
measuringvesselt5,measuringvesselt5,0,243
measuringvesselt4,measuringvesselt4,0,81
measuringvesselt3,measuringvesselt3,0,27
measuringvesselt2,measuringvesselt2,0,9
lightlegs_voidbentt5,lightlegs_voidbentt5,4,17641
lightlegs_syndicaterank5_occultist,lightlegs_syndicaterank5_occultist,3,488
lightlegs_syndicaterank5_cleric,lightlegs_syndicaterank5_cleric,3,488
lightlegs_syndicaterank5_brigand,lightlegs_syndicaterank5_brigand,3,488
lightlegs_syndicaterank5_barbarian,lightlegs_syndicaterank5_barbarian,3,488
lightlegs_syndicaterank4_occultist,lightlegs_syndicaterank4_occultist,3,164
lightlegs_syndicaterank4_cleric,lightlegs_syndicaterank4_cleric,3,164
lightlegs_syndicaterank4_brigand,lightlegs_syndicaterank4_brigand,3,164
lightlegs_syndicaterank4_barbarian,lightlegs_syndicaterank4_barbarian,3,164
lightlegs_syndicaterank3_occultist,lightlegs_syndicaterank3_occultist,2,56
lightlegs_syndicaterank3_cleric,lightlegs_syndicaterank3_cleric,2,56
lightlegs_syndicaterank3_brigand,lightlegs_syndicaterank3_brigand,2,56
lightlegs_syndicaterank3_barbarian,lightlegs_syndicaterank3_barbarian,2,56
lightlegs_syndicaterank2_occultist,lightlegs_syndicaterank2_occultist,2,20
lightlegs_syndicaterank2_cleric,lightlegs_syndicaterank2_cleric,2,20
lightlegs_syndicaterank2_brigand,lightlegs_syndicaterank2_brigand,2,20
lightlegs_syndicaterank2_barbarian,lightlegs_syndicaterank2_barbarian,2,20
lightlegs_syndicaterank1_occultist,lightlegs_syndicaterank1_occultist,1,5
lightlegs_syndicaterank1_cleric,lightlegs_syndicaterank1_cleric,1,5
lightlegs_syndicaterank1_brigand,lightlegs_syndicaterank1_brigand,1,5
lightlegs_syndicaterank1_barbarian,lightlegs_syndicaterank1_barbarian,1,5
lightlegs_shadewalkert5,lightlegs_shadewalkert5,0,245
lightlegs_protectivewyrdpantst5a,lightlegs_protectivewyrdpantst5a,3,12
lightlegs_marauderrank5_occultist,lightlegs_marauderrank5_occultist,3,488
lightlegs_marauderrank5_cleric,lightlegs_marauderrank5_cleric,3,488
lightlegs_marauderrank5_brigand,lightlegs_marauderrank5_brigand,3,488
lightlegs_marauderrank5_barbarian,lightlegs_marauderrank5_barbarian,3,488
lightlegs_marauderrank4_occultist,lightlegs_marauderrank4_occultist,3,164
lightlegs_marauderrank4_cleric,lightlegs_marauderrank4_cleric,3,164
lightlegs_marauderrank4_brigand,lightlegs_marauderrank4_brigand,3,164
lightlegs_marauderrank4_barbarian,lightlegs_marauderrank4_barbarian,3,164
lightlegs_marauderrank3_occultist,lightlegs_marauderrank3_occultist,2,56
lightlegs_marauderrank3_cleric,lightlegs_marauderrank3_cleric,2,56
lightlegs_marauderrank3_brigand,lightlegs_marauderrank3_brigand,2,56
lightlegs_marauderrank3_barbarian,lightlegs_marauderrank3_barbarian,2,56
lightlegs_marauderrank2_occultist,lightlegs_marauderrank2_occultist,2,20
lightlegs_marauderrank2_cleric,lightlegs_marauderrank2_cleric,2,20
lightlegs_marauderrank2_brigand,lightlegs_marauderrank2_brigand,2,20
lightlegs_marauderrank2_barbarian,lightlegs_marauderrank2_barbarian,2,20
lightlegs_marauderrank1_occultist,lightlegs_marauderrank1_occultist,1,5
lightlegs_marauderrank1_cleric,lightlegs_marauderrank1_cleric,1,5
lightlegs_marauderrank1_brigand,lightlegs_marauderrank1_brigand,1,5
lightlegs_marauderrank1_barbarian,lightlegs_marauderrank1_barbarian,1,5
lightlegs_crafteddungeon7t5,lightlegs_crafteddungeon7t5,0,248
lightlegs_crafteddungeon6t5,lightlegs_crafteddungeon6t5,0,248
lightlegs_crafteddungeon5t4,lightlegs_crafteddungeon5t4,0,86
lightlegs_crafteddungeon4t4,lightlegs_crafteddungeon4t4,0,86
lightlegs_crafteddungeon2t3,lightlegs_crafteddungeon2t3,0,32
lightlegs_crafteddungeon1t3,lightlegs_crafteddungeon1t3,0,32
lightlegs_covenantrank5_occultist,lightlegs_covenantrank5_occultist,3,488
lightlegs_covenantrank5_cleric,lightlegs_covenantrank5_cleric,3,488
lightlegs_covenantrank5_brigand,lightlegs_covenantrank5_brigand,3,488
lightlegs_covenantrank5_barbarian,lightlegs_covenantrank5_barbarian,3,488
lightlegs_covenantrank4_occultist,lightlegs_covenantrank4_occultist,3,164
lightlegs_covenantrank4_cleric,lightlegs_covenantrank4_cleric,3,164
lightlegs_covenantrank4_brigand,lightlegs_covenantrank4_brigand,3,164
lightlegs_covenantrank4_barbarian,lightlegs_covenantrank4_barbarian,3,164
lightlegs_covenantrank3_occultist,lightlegs_covenantrank3_occultist,2,56
lightlegs_covenantrank3_cleric,lightlegs_covenantrank3_cleric,2,56
lightlegs_covenantrank3_brigand,lightlegs_covenantrank3_brigand,2,56
lightlegs_covenantrank3_barbarian,lightlegs_covenantrank3_barbarian,2,56
lightlegs_covenantrank2_occultist,lightlegs_covenantrank2_occultist,2,20
lightlegs_covenantrank2_cleric,lightlegs_covenantrank2_cleric,2,20
lightlegs_covenantrank2_brigand,lightlegs_covenantrank2_brigand,2,20
lightlegs_covenantrank2_barbarian,lightlegs_covenantrank2_barbarian,2,20
lightlegs_covenantrank1_occultist,lightlegs_covenantrank1_occultist,1,5
lightlegs_covenantrank1_cleric,lightlegs_covenantrank1_cleric,1,5
lightlegs_covenantrank1_brigand,lightlegs_covenantrank1_brigand,1,5
lightlegs_covenantrank1_barbarian,lightlegs_covenantrank1_barbarian,1,5
lighthead_voidbentt5,lighthead_voidbentt5,4,17641
lighthead_syndicaterank5_occultist,lighthead_syndicaterank5_occultist,3,488
lighthead_syndicaterank5_cleric,lighthead_syndicaterank5_cleric,3,488
lighthead_syndicaterank5_brigand,lighthead_syndicaterank5_brigand,3,488
lighthead_syndicaterank5_barbarian,lighthead_syndicaterank5_barbarian,3,488
lighthead_syndicaterank4_occultist,lighthead_syndicaterank4_occultist,3,164
lighthead_syndicaterank4_cleric,lighthead_syndicaterank4_cleric,3,164
lighthead_syndicaterank4_brigand,lighthead_syndicaterank4_brigand,3,164
lighthead_syndicaterank4_barbarian,lighthead_syndicaterank4_barbarian,3,164
lighthead_syndicaterank3_occultist,lighthead_syndicaterank3_occultist,2,56
lighthead_syndicaterank3_cleric,lighthead_syndicaterank3_cleric,2,56
lighthead_syndicaterank3_brigand,lighthead_syndicaterank3_brigand,2,56
lighthead_syndicaterank3_barbarian,lighthead_syndicaterank3_barbarian,2,56
lighthead_syndicaterank2_occultist,lighthead_syndicaterank2_occultist,2,20
lighthead_syndicaterank2_cleric,lighthead_syndicaterank2_cleric,2,20
lighthead_syndicaterank2_brigand,lighthead_syndicaterank2_brigand,2,20
lighthead_syndicaterank2_barbarian,lighthead_syndicaterank2_barbarian,2,20
lighthead_syndicaterank1_occultist,lighthead_syndicaterank1_occultist,1,5
lighthead_syndicaterank1_cleric,lighthead_syndicaterank1_cleric,1,5
lighthead_syndicaterank1_brigand,lighthead_syndicaterank1_brigand,1,5
lighthead_syndicaterank1_barbarian,lighthead_syndicaterank1_barbarian,1,5
lighthead_shadewalkert5,lighthead_shadewalkert5,0,245
lighthead_protectivewyrdhatt5,lighthead_protectivewyrdhatt5,3,4
lighthead_marauderrank5_occultist,lighthead_marauderrank5_occultist,3,488
lighthead_marauderrank5_cleric,lighthead_marauderrank5_cleric,3,488
lighthead_marauderrank5_brigand,lighthead_marauderrank5_brigand,3,488
lighthead_marauderrank5_barbarian,lighthead_marauderrank5_barbarian,3,488
lighthead_marauderrank4_occultist,lighthead_marauderrank4_occultist,3,164
lighthead_marauderrank4_cleric,lighthead_marauderrank4_cleric,3,164
lighthead_marauderrank4_brigand,lighthead_marauderrank4_brigand,3,164
lighthead_marauderrank4_barbarian,lighthead_marauderrank4_barbarian,3,164
lighthead_marauderrank3_occultist,lighthead_marauderrank3_occultist,2,56
lighthead_marauderrank3_cleric,lighthead_marauderrank3_cleric,2,56
lighthead_marauderrank3_brigand,lighthead_marauderrank3_brigand,2,56
lighthead_marauderrank3_barbarian,lighthead_marauderrank3_barbarian,2,56
lighthead_marauderrank2_occultist,lighthead_marauderrank2_occultist,2,20
lighthead_marauderrank2_cleric,lighthead_marauderrank2_cleric,2,20
lighthead_marauderrank2_brigand,lighthead_marauderrank2_brigand,2,20
lighthead_marauderrank2_barbarian,lighthead_marauderrank2_barbarian,2,20
lighthead_marauderrank1_occultist,lighthead_marauderrank1_occultist,1,5
lighthead_marauderrank1_cleric,lighthead_marauderrank1_cleric,1,5
lighthead_marauderrank1_brigand,lighthead_marauderrank1_brigand,1,5
lighthead_marauderrank1_barbarian,lighthead_marauderrank1_barbarian,1,5
lighthead_crafteddungeon7t5,lighthead_crafteddungeon7t5,0,248
lighthead_crafteddungeon6t5,lighthead_crafteddungeon6t5,0,248
lighthead_crafteddungeon5t4,lighthead_crafteddungeon5t4,0,86
lighthead_crafteddungeon4t4,lighthead_crafteddungeon4t4,0,86
lighthead_crafteddungeon2t3,lighthead_crafteddungeon2t3,0,32
lighthead_crafteddungeon1t3,lighthead_crafteddungeon1t3,0,32
lighthead_covenantrank5_occultist,lighthead_covenantrank5_occultist,3,488
lighthead_covenantrank5_cleric,lighthead_covenantrank5_cleric,3,488
lighthead_covenantrank5_brigand,lighthead_covenantrank5_brigand,3,488
lighthead_covenantrank5_barbarian,lighthead_covenantrank5_barbarian,3,488
lighthead_covenantrank4_occultist,lighthead_covenantrank4_occultist,3,164
lighthead_covenantrank4_cleric,lighthead_covenantrank4_cleric,3,164
lighthead_covenantrank4_brigand,lighthead_covenantrank4_brigand,3,164
lighthead_covenantrank4_barbarian,lighthead_covenantrank4_barbarian,3,164
lighthead_covenantrank3_occultist,lighthead_covenantrank3_occultist,2,56
lighthead_covenantrank3_cleric,lighthead_covenantrank3_cleric,2,56
lighthead_covenantrank3_brigand,lighthead_covenantrank3_brigand,2,56
lighthead_covenantrank3_barbarian,lighthead_covenantrank3_barbarian,2,56
lighthead_covenantrank2_occultist,lighthead_covenantrank2_occultist,2,20
lighthead_covenantrank2_cleric,lighthead_covenantrank2_cleric,2,20
lighthead_covenantrank2_brigand,lighthead_covenantrank2_brigand,2,20
lighthead_covenantrank2_barbarian,lighthead_covenantrank2_barbarian,2,20
lighthead_covenantrank1_occultist,lighthead_covenantrank1_occultist,1,5
lighthead_covenantrank1_cleric,lighthead_covenantrank1_cleric,1,5
lighthead_covenantrank1_brigand,lighthead_covenantrank1_brigand,1,5
lighthead_covenantrank1_barbarian,lighthead_covenantrank1_barbarian,1,5
lighthands_voidbentt5,lighthands_voidbentt5,4,17641
lighthands_syndicaterank5_occultist,lighthands_syndicaterank5_occultist,3,488
lighthands_syndicaterank5_cleric,lighthands_syndicaterank5_cleric,3,488
lighthands_syndicaterank5_brigand,lighthands_syndicaterank5_brigand,3,488
lighthands_syndicaterank5_barbarian,lighthands_syndicaterank5_barbarian,3,488
lighthands_syndicaterank4_occultist,lighthands_syndicaterank4_occultist,3,164
lighthands_syndicaterank4_cleric,lighthands_syndicaterank4_cleric,3,164
lighthands_syndicaterank4_brigand,lighthands_syndicaterank4_brigand,3,164
lighthands_syndicaterank4_barbarian,lighthands_syndicaterank4_barbarian,3,164
lighthands_syndicaterank3_occultist,lighthands_syndicaterank3_occultist,2,56
lighthands_syndicaterank3_cleric,lighthands_syndicaterank3_cleric,2,56
lighthands_syndicaterank3_brigand,lighthands_syndicaterank3_brigand,2,56
lighthands_syndicaterank3_barbarian,lighthands_syndicaterank3_barbarian,2,56
lighthands_syndicaterank2_occultist,lighthands_syndicaterank2_occultist,2,20
lighthands_syndicaterank2_cleric,lighthands_syndicaterank2_cleric,2,20
lighthands_syndicaterank2_brigand,lighthands_syndicaterank2_brigand,2,20
lighthands_syndicaterank2_barbarian,lighthands_syndicaterank2_barbarian,2,20
lighthands_syndicaterank1_occultist,lighthands_syndicaterank1_occultist,1,5
lighthands_syndicaterank1_cleric,lighthands_syndicaterank1_cleric,1,5
lighthands_syndicaterank1_brigand,lighthands_syndicaterank1_brigand,1,5
lighthands_syndicaterank1_barbarian,lighthands_syndicaterank1_barbarian,1,5
lighthands_shadewalkert5,lighthands_shadewalkert5,0,245
lighthands_protectivewyrdglovest5a,lighthands_protectivewyrdglovest5a,3,12
lighthands_marauderrank5_occultist,lighthands_marauderrank5_occultist,3,488
lighthands_marauderrank5_cleric,lighthands_marauderrank5_cleric,3,488
lighthands_marauderrank5_brigand,lighthands_marauderrank5_brigand,3,488
lighthands_marauderrank5_barbarian,lighthands_marauderrank5_barbarian,3,488
lighthands_marauderrank4_occultist,lighthands_marauderrank4_occultist,3,164
lighthands_marauderrank4_cleric,lighthands_marauderrank4_cleric,3,164
lighthands_marauderrank4_brigand,lighthands_marauderrank4_brigand,3,164
lighthands_marauderrank4_barbarian,lighthands_marauderrank4_barbarian,3,164
lighthands_marauderrank3_occultist,lighthands_marauderrank3_occultist,2,56
lighthands_marauderrank3_cleric,lighthands_marauderrank3_cleric,2,56
lighthands_marauderrank3_brigand,lighthands_marauderrank3_brigand,2,56
lighthands_marauderrank3_barbarian,lighthands_marauderrank3_barbarian,2,56
lighthands_marauderrank2_occultist,lighthands_marauderrank2_occultist,2,20
lighthands_marauderrank2_cleric,lighthands_marauderrank2_cleric,2,20
lighthands_marauderrank2_brigand,lighthands_marauderrank2_brigand,2,20
lighthands_marauderrank2_barbarian,lighthands_marauderrank2_barbarian,2,20
lighthands_marauderrank1_occultist,lighthands_marauderrank1_occultist,1,5
lighthands_marauderrank1_cleric,lighthands_marauderrank1_cleric,1,5
lighthands_marauderrank1_brigand,lighthands_marauderrank1_brigand,1,5
lighthands_marauderrank1_barbarian,lighthands_marauderrank1_barbarian,1,5
lighthands_crafteddungeon7t5,lighthands_crafteddungeon7t5,0,248
lighthands_crafteddungeon6t5,lighthands_crafteddungeon6t5,0,248
lighthands_crafteddungeon5t4,lighthands_crafteddungeon5t4,0,86
lighthands_crafteddungeon4t4,lighthands_crafteddungeon4t4,0,86
lighthands_crafteddungeon2t3,lighthands_crafteddungeon2t3,0,32
lighthands_crafteddungeon1t3,lighthands_crafteddungeon1t3,0,32
lighthands_covenantrank5_occultist,lighthands_covenantrank5_occultist,3,488
lighthands_covenantrank5_cleric,lighthands_covenantrank5_cleric,3,488
lighthands_covenantrank5_brigand,lighthands_covenantrank5_brigand,3,488
lighthands_covenantrank5_barbarian,lighthands_covenantrank5_barbarian,3,488
lighthands_covenantrank4_occultist,lighthands_covenantrank4_occultist,3,164
lighthands_covenantrank4_cleric,lighthands_covenantrank4_cleric,3,164
lighthands_covenantrank4_brigand,lighthands_covenantrank4_brigand,3,164
lighthands_covenantrank4_barbarian,lighthands_covenantrank4_barbarian,3,164
lighthands_covenantrank3_occultist,lighthands_covenantrank3_occultist,2,56
lighthands_covenantrank3_cleric,lighthands_covenantrank3_cleric,2,56
lighthands_covenantrank3_brigand,lighthands_covenantrank3_brigand,2,56
lighthands_covenantrank3_barbarian,lighthands_covenantrank3_barbarian,2,56
lighthands_covenantrank2_occultist,lighthands_covenantrank2_occultist,2,20
lighthands_covenantrank2_cleric,lighthands_covenantrank2_cleric,2,20
lighthands_covenantrank2_brigand,lighthands_covenantrank2_brigand,2,20
lighthands_covenantrank2_barbarian,lighthands_covenantrank2_barbarian,2,20
lighthands_covenantrank1_occultist,lighthands_covenantrank1_occultist,1,5
lighthands_covenantrank1_cleric,lighthands_covenantrank1_cleric,1,5
lighthands_covenantrank1_brigand,lighthands_covenantrank1_brigand,1,5
lighthands_covenantrank1_barbarian,lighthands_covenantrank1_barbarian,1,5
lightfeet_voidbentt5,lightfeet_voidbentt5,4,17641
lightfeet_syndicaterank5_occultist,lightfeet_syndicaterank5_occultist,3,488
lightfeet_syndicaterank5_cleric,lightfeet_syndicaterank5_cleric,3,488
lightfeet_syndicaterank5_brigand,lightfeet_syndicaterank5_brigand,3,488
lightfeet_syndicaterank5_barbarian,lightfeet_syndicaterank5_barbarian,3,488
lightfeet_syndicaterank4_occultist,lightfeet_syndicaterank4_occultist,3,164
lightfeet_syndicaterank4_cleric,lightfeet_syndicaterank4_cleric,3,164
lightfeet_syndicaterank4_brigand,lightfeet_syndicaterank4_brigand,3,164
lightfeet_syndicaterank4_barbarian,lightfeet_syndicaterank4_barbarian,3,164
lightfeet_syndicaterank3_occultist,lightfeet_syndicaterank3_occultist,2,56
lightfeet_syndicaterank3_cleric,lightfeet_syndicaterank3_cleric,2,56
lightfeet_syndicaterank3_brigand,lightfeet_syndicaterank3_brigand,2,56
lightfeet_syndicaterank3_barbarian,lightfeet_syndicaterank3_barbarian,2,56
lightfeet_syndicaterank2_occultist,lightfeet_syndicaterank2_occultist,2,20
lightfeet_syndicaterank2_cleric,lightfeet_syndicaterank2_cleric,2,20
lightfeet_syndicaterank2_brigand,lightfeet_syndicaterank2_brigand,2,20
lightfeet_syndicaterank2_barbarian,lightfeet_syndicaterank2_barbarian,2,20
lightfeet_syndicaterank1_occultist,lightfeet_syndicaterank1_occultist,1,5
lightfeet_syndicaterank1_cleric,lightfeet_syndicaterank1_cleric,1,5
lightfeet_syndicaterank1_brigand,lightfeet_syndicaterank1_brigand,1,5
lightfeet_syndicaterank1_barbarian,lightfeet_syndicaterank1_barbarian,1,5
lightfeet_shadewalkert5,lightfeet_shadewalkert5,0,245
lightfeet_protectivewyrdshoest4a,lightfeet_protectivewyrdshoest4a,3,12
lightfeet_marauderrank5_occultist,lightfeet_marauderrank5_occultist,3,488
lightfeet_marauderrank5_cleric,lightfeet_marauderrank5_cleric,3,488
lightfeet_marauderrank5_brigand,lightfeet_marauderrank5_brigand,3,488
lightfeet_marauderrank5_barbarian,lightfeet_marauderrank5_barbarian,3,488
lightfeet_marauderrank4_occultist,lightfeet_marauderrank4_occultist,3,164
lightfeet_marauderrank4_cleric,lightfeet_marauderrank4_cleric,3,164
lightfeet_marauderrank4_brigand,lightfeet_marauderrank4_brigand,3,164
lightfeet_marauderrank4_barbarian,lightfeet_marauderrank4_barbarian,3,164
lightfeet_marauderrank3_occultist,lightfeet_marauderrank3_occultist,2,56
lightfeet_marauderrank3_cleric,lightfeet_marauderrank3_cleric,2,56
lightfeet_marauderrank3_brigand,lightfeet_marauderrank3_brigand,2,56
lightfeet_marauderrank3_barbarian,lightfeet_marauderrank3_barbarian,2,56
lightfeet_marauderrank2_occultist,lightfeet_marauderrank2_occultist,2,20
lightfeet_marauderrank2_cleric,lightfeet_marauderrank2_cleric,2,20
lightfeet_marauderrank2_brigand,lightfeet_marauderrank2_brigand,2,20
lightfeet_marauderrank2_barbarian,lightfeet_marauderrank2_barbarian,2,20
lightfeet_marauderrank1_occultist,lightfeet_marauderrank1_occultist,1,5
lightfeet_marauderrank1_cleric,lightfeet_marauderrank1_cleric,1,5
lightfeet_marauderrank1_brigand,lightfeet_marauderrank1_brigand,1,5
lightfeet_marauderrank1_barbarian,lightfeet_marauderrank1_barbarian,1,5
lightfeet_crafteddungeon7t5,lightfeet_crafteddungeon7t5,0,248
lightfeet_crafteddungeon6t5,lightfeet_crafteddungeon6t5,0,248
lightfeet_crafteddungeon5t4,lightfeet_crafteddungeon5t4,0,86
lightfeet_crafteddungeon4t4,lightfeet_crafteddungeon4t4,0,86
lightfeet_crafteddungeon2t3,lightfeet_crafteddungeon2t3,0,32
lightfeet_crafteddungeon1t3,lightfeet_crafteddungeon1t3,0,32
lightfeet_covenantrank5_occultist,lightfeet_covenantrank5_occultist,3,488
lightfeet_covenantrank5_cleric,lightfeet_covenantrank5_cleric,3,488
lightfeet_covenantrank5_brigand,lightfeet_covenantrank5_brigand,3,488
lightfeet_covenantrank5_barbarian,lightfeet_covenantrank5_barbarian,3,488
lightfeet_covenantrank4_occultist,lightfeet_covenantrank4_occultist,3,164
lightfeet_covenantrank4_cleric,lightfeet_covenantrank4_cleric,3,164
lightfeet_covenantrank4_brigand,lightfeet_covenantrank4_brigand,3,164
lightfeet_covenantrank4_barbarian,lightfeet_covenantrank4_barbarian,3,164
lightfeet_covenantrank3_occultist,lightfeet_covenantrank3_occultist,2,56
lightfeet_covenantrank3_cleric,lightfeet_covenantrank3_cleric,2,56
lightfeet_covenantrank3_brigand,lightfeet_covenantrank3_brigand,2,56
lightfeet_covenantrank3_barbarian,lightfeet_covenantrank3_barbarian,2,56
lightfeet_covenantrank2_occultist,lightfeet_covenantrank2_occultist,2,20
lightfeet_covenantrank2_cleric,lightfeet_covenantrank2_cleric,2,20
lightfeet_covenantrank2_brigand,lightfeet_covenantrank2_brigand,2,20
lightfeet_covenantrank2_barbarian,lightfeet_covenantrank2_barbarian,2,20
lightfeet_covenantrank1_occultist,lightfeet_covenantrank1_occultist,1,5
lightfeet_covenantrank1_cleric,lightfeet_covenantrank1_cleric,1,5
lightfeet_covenantrank1_brigand,lightfeet_covenantrank1_brigand,1,5
lightfeet_covenantrank1_barbarian,lightfeet_covenantrank1_barbarian,1,5
lightchest_voidbentt5,lightchest_voidbentt5,4,17641
lightchest_syndicaterank5_occultist,lightchest_syndicaterank5_occultist,3,488
lightchest_syndicaterank5_cleric,lightchest_syndicaterank5_cleric,3,488
lightchest_syndicaterank5_brigand,lightchest_syndicaterank5_brigand,3,488
lightchest_syndicaterank5_barbarian,lightchest_syndicaterank5_barbarian,3,488
lightchest_syndicaterank4_occultist,lightchest_syndicaterank4_occultist,3,164
lightchest_syndicaterank4_cleric,lightchest_syndicaterank4_cleric,3,164
lightchest_syndicaterank4_brigand,lightchest_syndicaterank4_brigand,3,164
lightchest_syndicaterank4_barbarian,lightchest_syndicaterank4_barbarian,3,164
lightchest_syndicaterank3_occultist,lightchest_syndicaterank3_occultist,2,56
lightchest_syndicaterank3_cleric,lightchest_syndicaterank3_cleric,2,56
lightchest_syndicaterank3_brigand,lightchest_syndicaterank3_brigand,2,56
lightchest_syndicaterank3_barbarian,lightchest_syndicaterank3_barbarian,2,56
lightchest_syndicaterank2_occultist,lightchest_syndicaterank2_occultist,2,20
lightchest_syndicaterank2_cleric,lightchest_syndicaterank2_cleric,2,20
lightchest_syndicaterank2_brigand,lightchest_syndicaterank2_brigand,2,20
lightchest_syndicaterank2_barbarian,lightchest_syndicaterank2_barbarian,2,20
lightchest_syndicaterank1_occultist,lightchest_syndicaterank1_occultist,1,5
lightchest_syndicaterank1_cleric,lightchest_syndicaterank1_cleric,1,5
lightchest_syndicaterank1_brigand,lightchest_syndicaterank1_brigand,1,5
lightchest_syndicaterank1_barbarian,lightchest_syndicaterank1_barbarian,1,5
lightchest_shadewalkert5,lightchest_shadewalkert5,0,245
lightchest_protectivewyrdshirtt4a,lightchest_protectivewyrdshirtt4a,3,12
lightchest_marauderrank5_occultist,lightchest_marauderrank5_occultist,3,488
lightchest_marauderrank5_cleric,lightchest_marauderrank5_cleric,3,488
lightchest_marauderrank5_brigand,lightchest_marauderrank5_brigand,3,488
lightchest_marauderrank5_barbarian,lightchest_marauderrank5_barbarian,3,488
lightchest_marauderrank4_occultist,lightchest_marauderrank4_occultist,3,164
lightchest_marauderrank4_cleric,lightchest_marauderrank4_cleric,3,164
lightchest_marauderrank4_brigand,lightchest_marauderrank4_brigand,3,164
lightchest_marauderrank4_barbarian,lightchest_marauderrank4_barbarian,3,164
lightchest_marauderrank3_occultist,lightchest_marauderrank3_occultist,2,56
lightchest_marauderrank3_cleric,lightchest_marauderrank3_cleric,2,56
