Source,Target,Quantity,Tradeskill,Rarity,Station,ItemType,Category,Value
coagulatedbloodt1,2hwarhammercrafteddungeon1t3,1,Weaponsmithing,0,Forge Tier 3,Weapon,Expedition Replicas,3
coagulatedbloodt1,2hstafflifecrafteddungeon1t3,1,Arcana,0,Arcane Repository Tier 3,Weapon,Expedition Replicas,3
coagulatedbloodt1,2hstafffirecrafteddungeon1t3,1,Arcana,0,Arcane Repository Tier 3,Weapon,Expedition Replicas,3
coagulatedbloodt1,2hspearcrafteddungeon1t3,1,Engineering,0,Forge Tier 2,Weapon,Expedition Replicas,3
coagulatedbloodt1,2hroundshieldcrafteddungeon1t3,1,Weaponsmithing,0,Forge Tier 3,Weapon,Expedition Replicas,3
coagulatedbloodt1,2hmusketcrafteddungeon1t3,1,Engineering,0,Workshop Tier 2,Weapon,Expedition Replicas,3
coagulatedbloodt1,2hkiteshieldcrafteddungeon1t3,1,Weaponsmithing,0,Forge Tier 3,Weapon,Expedition Replicas,3
coagulatedbloodt1,2hgreataxecrafteddungeon1t3,1,Weaponsmithing,0,Forge Tier 3,Weapon,Expedition Replicas,3
coagulatedbloodt1,2hbowcrafteddungeon1t3,1,Engineering,0,Workshop Tier 2,Weapon,Expedition Replicas,3
coagulatedbloodt1,1hthrowingaxecrafteddungeon1t3,1,Engineering,0,Forge Tier 2,Weapon,Expedition Replicas,3
coagulatedbloodt1,1hrapiercrafteddungeon1t3,1,Weaponsmithing,0,Forge Tier 3,Weapon,Expedition Replicas,3
coagulatedbloodt1,1hlongswordcrafteddungeon1t3,1,Weaponsmithing,0,Forge Tier 3,Weapon,Expedition Replicas,3
coagulatedbloodt1,1hgauntleticecrafteddungeon1t3,1,Arcana,0,Arcane Repository Tier 3,Weapon,Expedition Replicas,3
covenantseal_occultist,mediumlegs_covenantrank5_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumlegs_covenantrank4_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumlegs_covenantrank3_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumlegs_covenantrank2_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumlegs_covenantrank1_occultist,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumhead_covenantrank5_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumhead_covenantrank4_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumhead_covenantrank3_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumhead_covenantrank2_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumhead_covenantrank1_occultist,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumhands_covenantrank5_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumhands_covenantrank4_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumhands_covenantrank3_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumhands_covenantrank2_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumhands_covenantrank1_occultist,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumfeet_covenantrank5_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumfeet_covenantrank4_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumfeet_covenantrank3_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumfeet_covenantrank2_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumfeet_covenantrank1_occultist,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumchest_covenantrank5_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumchest_covenantrank4_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumchest_covenantrank3_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumchest_covenantrank2_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,mediumchest_covenantrank1_occultist,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lightlegs_covenantrank5_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lightlegs_covenantrank4_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lightlegs_covenantrank3_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lightlegs_covenantrank2_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lightlegs_covenantrank1_occultist,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lighthead_covenantrank5_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lighthead_covenantrank4_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lighthead_covenantrank3_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lighthead_covenantrank2_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lighthead_covenantrank1_occultist,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lighthands_covenantrank5_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lighthands_covenantrank4_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lighthands_covenantrank3_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lighthands_covenantrank2_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lighthands_covenantrank1_occultist,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lightfeet_covenantrank5_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lightfeet_covenantrank4_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lightfeet_covenantrank3_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lightfeet_covenantrank2_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lightfeet_covenantrank1_occultist,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lightchest_covenantrank5_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lightchest_covenantrank4_occultist,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lightchest_covenantrank3_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lightchest_covenantrank2_occultist,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,lightchest_covenantrank1_occultist,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavylegs_covenantrank5_occultist,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavylegs_covenantrank4_occultist,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavylegs_covenantrank3_occultist,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavylegs_covenantrank2_occultist,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavylegs_covenantrank1_occultist,1,Armoring,1,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavylegs_covenantinquisitort5_occultist,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavyhead_covenantrank5_occultist,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavyhead_covenantrank4_occultist,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavyhead_covenantrank3_occultist,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavyhead_covenantrank2_occultist,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavyhead_covenantrank1_occultist,1,Armoring,1,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavyhead_covenantinquisitort5_occultist,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavyhands_covenantrank5_occultist,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavyhands_covenantrank4_occultist,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavyhands_covenantrank3_occultist,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavyhands_covenantrank2_occultist,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavyhands_covenantrank1_occultist,1,Armoring,1,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavyhands_covenantinquisitort5_occultist,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavyfeet_covenantrank5_occultist,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavyfeet_covenantrank4_occultist,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavyfeet_covenantrank3_occultist,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavyfeet_covenantrank2_occultist,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavyfeet_covenantrank1_occultist,1,Armoring,1,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavyfeet_covenantinquisitort5_occultist,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavychest_covenantrank5_occultist,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavychest_covenantrank4_occultist,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavychest_covenantrank3_occultist,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavychest_covenantrank2_occultist,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavychest_covenantrank1_occultist,1,Armoring,1,Forge Tier 2,Armor,Faction Gear,1
covenantseal_occultist,heavychest_covenantinquisitort5_occultist,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
mediumlegs_covenantrank5,mediumlegs_covenantrank5_occultist,2,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,486
mediumlegs_covenantrank5,mediumlegs_covenantrank5_cleric,2,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,486
mediumlegs_covenantrank5,mediumlegs_covenantrank5_barbarian,2,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,486
covenantseal_cleric,mediumlegs_covenantrank5_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumlegs_covenantrank4_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumlegs_covenantrank3_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumlegs_covenantrank2_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumlegs_covenantrank1_cleric,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumhead_covenantrank5_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumhead_covenantrank4_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumhead_covenantrank3_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumhead_covenantrank2_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumhead_covenantrank1_cleric,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumhands_covenantrank5_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumhands_covenantrank4_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumhands_covenantrank3_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumhands_covenantrank2_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumhands_covenantrank1_cleric,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumfeet_covenantrank5_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumfeet_covenantrank4_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumfeet_covenantrank3_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumfeet_covenantrank2_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumfeet_covenantrank1_cleric,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumchest_covenantrank5_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumchest_covenantrank4_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumchest_covenantrank3_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumchest_covenantrank2_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,mediumchest_covenantrank1_cleric,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lightlegs_covenantrank5_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lightlegs_covenantrank4_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lightlegs_covenantrank3_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lightlegs_covenantrank2_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lightlegs_covenantrank1_cleric,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lighthead_covenantrank5_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lighthead_covenantrank4_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lighthead_covenantrank3_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lighthead_covenantrank2_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lighthead_covenantrank1_cleric,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lighthands_covenantrank5_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lighthands_covenantrank4_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lighthands_covenantrank3_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lighthands_covenantrank2_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lighthands_covenantrank1_cleric,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lightfeet_covenantrank5_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lightfeet_covenantrank4_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lightfeet_covenantrank3_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lightfeet_covenantrank2_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lightfeet_covenantrank1_cleric,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lightchest_covenantrank5_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lightchest_covenantrank4_cleric,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lightchest_covenantrank3_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lightchest_covenantrank2_cleric,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,lightchest_covenantrank1_cleric,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavylegs_covenantrank5_cleric,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavylegs_covenantrank4_cleric,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavylegs_covenantrank3_cleric,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavylegs_covenantrank2_cleric,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavylegs_covenantrank1_cleric,1,Armoring,1,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavyhead_covenantrank5_cleric,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavyhead_covenantrank4_cleric,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavyhead_covenantrank3_cleric,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavyhead_covenantrank2_cleric,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavyhead_covenantrank1_cleric,1,Armoring,1,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavyhands_covenantrank5_cleric,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavyhands_covenantrank4_cleric,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavyhands_covenantrank3_cleric,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavyhands_covenantrank2_cleric,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavyhands_covenantrank1_cleric,1,Armoring,1,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavyfeet_covenantrank5_cleric,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavyfeet_covenantrank4_cleric,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavyfeet_covenantrank3_cleric,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavyfeet_covenantrank2_cleric,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavyfeet_covenantrank1_cleric,1,Armoring,1,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavychest_covenantrank5_cleric,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavychest_covenantrank4_cleric,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavychest_covenantrank3_cleric,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavychest_covenantrank2_cleric,1,Armoring,2,Forge Tier 2,Armor,Faction Gear,1
covenantseal_cleric,heavychest_covenantrank1_cleric,1,Armoring,1,Forge Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumlegs_covenantrank5_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumlegs_covenantrank4_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumlegs_covenantrank3_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumlegs_covenantrank2_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumlegs_covenantrank1_barbarian,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumhead_covenantrank5_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumhead_covenantrank4_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumhead_covenantrank3_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumhead_covenantrank2_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumhead_covenantrank1_barbarian,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumhands_covenantrank5_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumhands_covenantrank4_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumhands_covenantrank3_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumhands_covenantrank2_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumhands_covenantrank1_barbarian,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumfeet_covenantrank5_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumfeet_covenantrank4_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumfeet_covenantrank3_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumfeet_covenantrank2_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumfeet_covenantrank1_barbarian,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumchest_covenantrank5_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumchest_covenantrank4_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumchest_covenantrank3_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumchest_covenantrank2_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,mediumchest_covenantrank1_barbarian,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lightlegs_covenantrank5_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lightlegs_covenantrank4_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lightlegs_covenantrank3_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lightlegs_covenantrank2_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lightlegs_covenantrank1_barbarian,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lighthead_covenantrank5_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lighthead_covenantrank4_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lighthead_covenantrank3_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lighthead_covenantrank2_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lighthead_covenantrank1_barbarian,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lighthands_covenantrank5_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lighthands_covenantrank4_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lighthands_covenantrank3_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lighthands_covenantrank2_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lighthands_covenantrank1_barbarian,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lightfeet_covenantrank5_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lightfeet_covenantrank4_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lightfeet_covenantrank3_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lightfeet_covenantrank2_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lightfeet_covenantrank1_barbarian,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lightchest_covenantrank5_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lightchest_covenantrank4_barbarian,1,Armoring,3,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lightchest_covenantrank3_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lightchest_covenantrank2_barbarian,1,Armoring,2,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,lightchest_covenantrank1_barbarian,1,Armoring,1,Outfitting Station Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,heavylegs_covenantinquisitort5_barbarian,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,heavyhead_covenantinquisitort5_barbarian,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,heavyhands_covenantinquisitort5_barbarian,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
covenantseal_barbarian,heavyfeet_covenantinquisitort5_barbarian,1,Armoring,3,Forge Tier 2,Armor,Faction Gear,1
